,ligand,receptor,pathway,ligand_annotation,TF
S100A4|EGFR,S100A4,EGFR,S100,Secreted,"NR4A1, FOXO3, BRCA1, TCF7L2, TP73, THRA, IRF1, ATF6B, STAT3, ERF, DNMT1, FOXO1, HSF1, RUNX3, EP300, TRAF6, ABL1, HIF1A, TP53, RARA, CREB3L2, PPARG, SMAD3, NFKBIB, ATF2, STAT4, HIC1, CREB1, MDM2, IRF3, MED1, ELK1, CREBBP, RXRA, AR, STAT1, DBP, MITF, NFKB2, STAT5B, TCF7, RBL2, RORA, IKBKB, LEF1, FOXO6, NFATC2, ARNT, CREB5, PRDM1, CEBPB, TCF7L1, ETS2, SPI1, NCOA3, SP1, XBP1, JUNB, TFCP2, ATF4, IRF9, CTNNB1, EGR1, STAT6, NFATC1, NFKBIA, RUNX2, GATA3, PGR, ESR2, CREB3L1, CREB3L4, SRF, JUN, FOXO4, STAT2, ESR1, RELA, FOS, STAT5A, CREB3L3, ETS1, KLF4, NFKB1, USF1, NFATC3, MYC, E2F1, CREB3, MYB, THRB"
S100A8|AGER,S100A8,AGER,S100,Secreted,"PAX8, THRA, CREB5, CREB3L1, ATF6B, STAT3, CREB3L4, ELK1, STAT2, STAT1, FOS, STAT5A, ATF4, STAT5B, CREB3L2, STAT6, ATF2, CREB3, STAT4, CREB1"
S100A9|TLR4,S100A9,TLR4,S100,Secreted,"NR4A1, NR3C1, FOXO3, MEF2B, THRA, SP7, CREB5, ESR2, CEBPB, VDR, CREB3L1, ATF6B, STAT3, DDIT3, ETS2, ERF, CREB3L4, GATA2, ELK1, JUN, HSF1, MEF2A, SP1, ELK4, TCF3, AR, ESR1, STAT1, TRAF6, RELA, FOS, HIF1A, ETS1, MEF2C, JUNB, TP53, USF1, NFKB1, MITF, NFATC3, ATF4, TWIST1, ATF6, RARA, DLX5, CREB3L2, EGR1, SMAD3, MYC, NFATC1, HBP1, ATF2, CREB3, STAT4, ELK3, RUNX2, NFATC2, CREB1, MEF2D, THRB"
S100A9|AGER,S100A9,AGER,S100,Secreted,"PAX8, THRA, CREB5, CREB3L1, ATF6B, STAT3, CREB3L4, ELK1, STAT2, STAT1, FOS, STAT5A, ATF4, STAT5B, CREB3L2, STAT6, ATF2, CREB3, STAT4, CREB1"
S1PR1|HTR1A,S1PR1,HTR1A,S1P,unSecreted,"STAT3, TP53, PPARG, SMAD3, RXRA, AR, STAT1, STAT5B, GTF2I, JUN, ESR1, FOS, STAT5A, MYC"
S1PR3|HTR1A,S1PR3,HTR1A,S1P,unSecreted,"STAT3, TP53, PPARG, SMAD3, RXRA, AR, STAT1, STAT5B, GTF2I, JUN, ESR1, FOS, STAT5A, MYC"
SAA1|CD36,SAA1,CD36,SAA,Secreted,
SAA1|FPR1,SAA1,FPR1,SAA,Secreted,"STAT3, PPARG, RXRA, AR, STAT1, STAT5B, GTF2I, ESR1, FOS, STAT5A"
SAA1|FPR2,SAA1,FPR2,SAA,Secreted,
SCGB1A1|LRP2,SCGB1A1,LRP2,SCGB1A1,Secreted,GATA3
SCT|VIPR1,SCT,VIPR1,SCT,Secreted,
SCT|VIPR2,SCT,VIPR2,SCT,Secreted,"NFKB1, NFATC1, CREBBP, GLI1, CREB5, CREB3, CREB3L1, FOS, GLI3, CREB3L4, SOX9, PPARA, CREB1, JUN, CREB3L3, CREB3L2"
SCT|SCTR,SCT,SCTR,SCT,Secreted,
SDC2|PTPRJ,SDC2,PTPRJ,SDC2,unSecreted,"E2F1, ESR1, STAT1, STAT3, STAT5A, STAT5B"
SECTM1|CD7,SECTM1,CD7,SECTM1,Secreted,
SELE|CD44,SELE,CD44,SELE,unSecreted,"NFATC1, NFKB1, RELA, FOS, NFATC3, NFATC2, JUN"
SELE|SELPLG,SELE,SELPLG,SELE,unSecreted,
SELE|GLG1,SELE,GLG1,SELE,unSecreted,
SELL|PODXL2,SELL,PODXL2,SELL,unSecreted,
SELL|CD34,SELL,CD34,SELL,unSecreted,
SELL|PODXL,SELL,PODXL,SELL,unSecreted,
SELL|GLYCAM1,SELL,GLYCAM1,SELL,unSecreted,
SELL|MADCAM1,SELL,MADCAM1,SELL,unSecreted,"STAT3, PPARG, RXRA, AR, STAT1, STAT5B, GTF2I, ESR1, FOS, STAT5A"
SELPLG|SELL,SELPLG,SELL,SELPLG,unSecreted,
SELPLG|SELP,SELPLG,SELP,SELPLG,unSecreted,
SELPLG|SELE,SELPLG,SELE,SELPLG,unSecreted,
SEMA3E|NRP1,SEMA3E,NRP1,SEMA3,Secreted,"HIF1A, TP53, FOXO3, JUN"
SEMA3D|NRP1,SEMA3D,NRP1,SEMA3,Secreted,"HIF1A, TP53, FOXO3, JUN"
SEMA3A|NRP2,SEMA3A,NRP2,SEMA3,Secreted,
SEMA3C|NRP1,SEMA3C,NRP1,SEMA3,Secreted,"HIF1A, TP53, FOXO3, JUN"
SEMA3A|COMPLEX:NRP1_PLXNA1,SEMA3A,COMPLEX:NRP1_PLXNA1,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3A|COMPLEX:NRP1_PLXNA2,SEMA3A,COMPLEX:NRP1_PLXNA2,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3A|COMPLEX:NRP1_PLXNA3,SEMA3A,COMPLEX:NRP1_PLXNA3,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3A|COMPLEX:NRP1_PLXNA4,SEMA3A,COMPLEX:NRP1_PLXNA4,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3B|COMPLEX:NRP1_PLXNA1,SEMA3B,COMPLEX:NRP1_PLXNA1,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3B|COMPLEX:NRP1_PLXNA2,SEMA3B,COMPLEX:NRP1_PLXNA2,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3B|COMPLEX:NRP1_PLXNA3,SEMA3B,COMPLEX:NRP1_PLXNA3,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3B|COMPLEX:NRP1_PLXNA4,SEMA3B,COMPLEX:NRP1_PLXNA4,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3C|COMPLEX:NRP1_PLXNA1,SEMA3C,COMPLEX:NRP1_PLXNA1,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3C|COMPLEX:NRP1_PLXNA2,SEMA3C,COMPLEX:NRP1_PLXNA2,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3C|COMPLEX:NRP1_PLXNA3,SEMA3C,COMPLEX:NRP1_PLXNA3,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3C|COMPLEX:NRP1_PLXNA4,SEMA3C,COMPLEX:NRP1_PLXNA4,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3D|COMPLEX:NRP1_PLXNA1,SEMA3D,COMPLEX:NRP1_PLXNA1,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3D|COMPLEX:NRP1_PLXNA2,SEMA3D,COMPLEX:NRP1_PLXNA2,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3D|COMPLEX:NRP1_PLXNA3,SEMA3D,COMPLEX:NRP1_PLXNA3,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3D|COMPLEX:NRP1_PLXNA4,SEMA3D,COMPLEX:NRP1_PLXNA4,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3B|COMPLEX:NRP2_PLXNA1,SEMA3B,COMPLEX:NRP2_PLXNA1,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3B|COMPLEX:NRP2_PLXNA2,SEMA3B,COMPLEX:NRP2_PLXNA2,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3B|COMPLEX:NRP2_PLXNA3,SEMA3B,COMPLEX:NRP2_PLXNA3,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3B|COMPLEX:NRP2_PLXNA4,SEMA3B,COMPLEX:NRP2_PLXNA4,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3C|COMPLEX:NRP2_PLXNA1,SEMA3C,COMPLEX:NRP2_PLXNA1,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3C|COMPLEX:NRP2_PLXNA2,SEMA3C,COMPLEX:NRP2_PLXNA2,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3C|COMPLEX:NRP2_PLXNA3,SEMA3C,COMPLEX:NRP2_PLXNA3,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3C|COMPLEX:NRP2_PLXNA4,SEMA3C,COMPLEX:NRP2_PLXNA4,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3D|COMPLEX:NRP2_PLXNA1,SEMA3D,COMPLEX:NRP2_PLXNA1,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3D|COMPLEX:NRP2_PLXNA2,SEMA3D,COMPLEX:NRP2_PLXNA2,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3D|COMPLEX:NRP2_PLXNA3,SEMA3D,COMPLEX:NRP2_PLXNA3,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3D|COMPLEX:NRP2_PLXNA4,SEMA3D,COMPLEX:NRP2_PLXNA4,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3F|COMPLEX:NRP2_PLXNA1,SEMA3F,COMPLEX:NRP2_PLXNA1,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3F|COMPLEX:NRP2_PLXNA2,SEMA3F,COMPLEX:NRP2_PLXNA2,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3F|COMPLEX:NRP2_PLXNA3,SEMA3F,COMPLEX:NRP2_PLXNA3,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3F|COMPLEX:NRP2_PLXNA4,SEMA3F,COMPLEX:NRP2_PLXNA4,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3G|COMPLEX:NRP2_PLXNA1,SEMA3G,COMPLEX:NRP2_PLXNA1,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3G|COMPLEX:NRP2_PLXNA2,SEMA3G,COMPLEX:NRP2_PLXNA2,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3G|COMPLEX:NRP2_PLXNA3,SEMA3G,COMPLEX:NRP2_PLXNA3,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3G|COMPLEX:NRP2_PLXNA4,SEMA3G,COMPLEX:NRP2_PLXNA4,SEMA3,Secreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA3C|COMPLEX:NRP1_NRP2,SEMA3C,COMPLEX:NRP1_NRP2,SEMA3,Secreted,"HIF1A, TP53, FOXO3, JUN"
SEMA3C|PLXND1,SEMA3C,PLXND1,SEMA3,Secreted,
SEMA3E|PLXND1,SEMA3E,PLXND1,SEMA3,Secreted,
SEMA4F|NRP2,SEMA4F,NRP2,SEMA4,unSecreted,
SEMA4D|COMPLEX:MET_PLXNB1,SEMA4D,COMPLEX:MET_PLXNB1,SEMA4,unSecreted,"NR4A1, TFAP4, FOXO3, BRCA1, TCF7L2, CREB5, THRA, TCF7L1, CREB3L1, ATF6B, STAT3, CREB3L4, ELK1, FOXO1, JUN, SP1, RUNX3, RXRA, STAT2, RELA, FOS, TRAF6, STAT1, STAT5A, HIF1A, ETS1, CREB3L3, TP53, NFKB1, ATF4, GATA4, IRF9, CTNNB1, NFKB2, STAT5B, CREB3L2, TCF7, MYC, RBL2, STAT6, NFKBIA, ATF2, CREB3, STAT4, IKBKB, MYB, LEF1, CREB1, MDM2"
SEMA4D|ERBB2,SEMA4D,ERBB2,SEMA4,unSecreted,"NR4A1, FOXO3, TCF7L2, BRCA1, THRA, ATF6B, STAT3, PITX2, ERF, FOXO1, HSF1, RUNX3, EP300, HIF1A, TP53, RARA, CREB3L2, PPARG, SMAD3, ATF2, STAT4, CREB1, MDM2, HNF1A, ELK1, CREBBP, RXRA, AR, STAT1, MITF, GATA4, STAT5B, TCF7, RBL2, MYOD1, IKBKB, LEF1, NFATC2, CREB5, CEBPB, TCF7L1, ETS2, POU5F1, SNAI1, SP1, XBP1, ATF4, IRF9, CTNNB1, EGR1, STAT6, NR4A2, NFATC1, NFKBIA, RUNX2, GATA3, PGR, ESR2, CREB3L1, CREB3L4, TCF4, JUN, FOXO4, NR4A3, STAT2, ESR1, RELA, FOS, STAT5A, CREB3L3, ETS1, KLF4, NFKB1, ELF3, NFATC3, MYC, E2F1, CREB3, MYB, THRB"
SEMA4A|PLXND1,SEMA4A,PLXND1,SEMA4,unSecreted,
SEMA4B|DCBLD2,SEMA4B,DCBLD2,SEMA4,unSecreted,
SEMA4A|COMPLEX:NRP1_PLXNA1,SEMA4A,COMPLEX:NRP1_PLXNA1,SEMA4,unSecreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA4A|COMPLEX:NRP1_PLXNA2,SEMA4A,COMPLEX:NRP1_PLXNA2,SEMA4,unSecreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA4A|COMPLEX:NRP1_PLXNA3,SEMA4A,COMPLEX:NRP1_PLXNA3,SEMA4,unSecreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA4A|COMPLEX:NRP1_PLXNA4,SEMA4A,COMPLEX:NRP1_PLXNA4,SEMA4,unSecreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA4A|PLXNB1,SEMA4A,PLXNB1,SEMA4,unSecreted,"HIF1A, GATA4"
SEMA4A|PLXNB2,SEMA4A,PLXNB2,SEMA4,unSecreted,
SEMA4A|PLXNB3,SEMA4A,PLXNB3,SEMA4,unSecreted,
SEMA4D|PLXNB1,SEMA4D,PLXNB1,SEMA4,unSecreted,"HIF1A, GATA4"
SEMA4D|PLXNB2,SEMA4D,PLXNB2,SEMA4,unSecreted,
SEMA4D|PLXNB3,SEMA4D,PLXNB3,SEMA4,unSecreted,
SEMA4C|PLXNB2,SEMA4C,PLXNB2,SEMA4,unSecreted,
SEMA4G|PLXNB2,SEMA4G,PLXNB2,SEMA4,unSecreted,
SEMA4D|CD72,SEMA4D,CD72,SEMA4,unSecreted,
SEMA5A|COMPLEX:MET_PLXNB3,SEMA5A,COMPLEX:MET_PLXNB3,SEMA5,unSecreted,"NR4A1, TFAP4, FOXO3, BRCA1, TCF7L2, CREB5, THRA, TCF7L1, CREB3L1, ATF6B, STAT3, CREB3L4, ELK1, FOXO1, JUN, SP1, RUNX3, RXRA, STAT2, RELA, FOS, TRAF6, STAT1, STAT5A, HIF1A, ETS1, CREB3L3, TP53, NFKB1, ATF4, GATA4, IRF9, CTNNB1, NFKB2, STAT5B, CREB3L2, TCF7, MYC, RBL2, STAT6, NFKBIA, ATF2, CREB3, STAT4, IKBKB, MYB, LEF1, CREB1, MDM2"
SEMA5A|PLXNA1,SEMA5A,PLXNA1,SEMA5,unSecreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA5B|PLXNA1,SEMA5B,PLXNA1,SEMA5,unSecreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA5A|PLXNA3,SEMA5A,PLXNA3,SEMA5,unSecreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA5B|PLXNA3,SEMA5B,PLXNA3,SEMA5,unSecreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA6D|COMPLEX:KDR_PLXNA1,SEMA6D,COMPLEX:KDR_PLXNA1,SEMA6,unSecreted,"NR4A1, FOXO3, MEF2B, BRCA1, CREB5, THRA, ESR2, CEBPB, CREB3L1, ATF6B, CREB3L4, STAT3, JUND, ELK1, FOXO1, AHCTF1, JUN, MEF2A, SP1, FOXO4, MLXIPL, TCF3, RXRA, STAT2, FOSB, AR, FOSL1, RELA, STAT1, ESR1, FOS, STAT5A, HIF1A, CREB3L3, MEF2C, JUNB, TP53, NFKB1, NFATC3, ATF4, IRF9, CTNNB1, STAT5B, CREB3L2, MYC, SMAD3, RBL2, STAT6, NFATC1, ATF2, CREB3, STAT4, IKBKB, MYB, FOSL2, FOXO6, NFATC2, CREB1, MDM2, MEF2D"
SEMA6D|TYROBP,SEMA6D,TYROBP,SEMA6,unSecreted,"NFATC1, NFKB1, RELA, FOS, NFATC3, NFATC2, JUN"
SEMA6D|COMPLEX:PLXNA1_TREM2,SEMA6D,COMPLEX:PLXNA1_TREM2,SEMA6,unSecreted,"TP53, NFATC1, NFKB1, FOXO3, RELA, FOS, NFATC3, NFATC2, HIF1A, JUN"
SEMA6A|PLXNA2,SEMA6A,PLXNA2,SEMA6,unSecreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA6B|PLXNA2,SEMA6B,PLXNA2,SEMA6,unSecreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA6A|PLXNA4,SEMA6A,PLXNA4,SEMA6,unSecreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA6B|PLXNA4,SEMA6B,PLXNA4,SEMA6,unSecreted,"TP53, NFKB1, FOXO3, RELA, HIF1A, JUN"
SEMA7A|COMPLEX:ITGB1_ITGA1,SEMA7A,COMPLEX:ITGB1_ITGA1,SEMA7,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
SEMA7A|PLXNC1,SEMA7A,PLXNC1,SEMA7,unSecreted,
SFTPD|TLR4,SFTPD,TLR4,SFTPD,Secreted,"NR4A1, NR3C1, FOXO3, MEF2B, THRA, SP7, CREB5, ESR2, CEBPB, VDR, CREB3L1, ATF6B, STAT3, DDIT3, ETS2, ERF, CREB3L4, GATA2, ELK1, JUN, HSF1, MEF2A, SP1, ELK4, TCF3, AR, ESR1, STAT1, TRAF6, RELA, FOS, HIF1A, ETS1, MEF2C, JUNB, TP53, USF1, NFKB1, MITF, NFATC3, ATF4, TWIST1, ATF6, RARA, DLX5, CREB3L2, EGR1, SMAD3, MYC, NFATC1, HBP1, ATF2, CREB3, STAT4, ELK3, RUNX2, NFATC2, CREB1, MEF2D, THRB"
SFTPD|SIRPA,SFTPD,SIRPA,SFTPD,Secreted,
SIGLEC9|MUC1,SIGLEC9,MUC1,SIGLEC9,unSecreted,"IRF3, STAT3, JUND, ELK1, JUN, SP1, FOXO4, ELK4, JDP2, ESR1, STAT1, STAT5A, NANOG, JUNB, KLF4, TP53, TWIST1, RARA, SMAD3, PAX2, MYC, ATF2, SMAD4"
SLIT1|SDC1,SLIT1,SDC1,SLIT,Secreted,"NR4A1, CREB5, ESR2, CEBPB, CREB3L1, ATF6B, ETS2, ERF, CREB3L4, ELK1, JUN, HSF1, SP1, AR, ESR1, STAT1, RELA, FOS, HIF1A, ETS1, TP53, NFKB1, MITF, NFATC3, ATF4, CREB3L2, EGR1, SMAD3, MYC, NFATC1, ATF2, CREB3, RUNX2, NFATC2, CREB1, THRB"
SLIT1|GPC1,SLIT1,GPC1,SLIT,Secreted,"NFATC1, AR, ESR1, NFATC3, FOS, NFATC2, CREB1, HIF1A"
SLIT1|ROBO2,SLIT1,ROBO2,SLIT,Secreted,"TEAD3, TEAD1, TEAD2, TEAD4"
SLIT1|ROBO1,SLIT1,ROBO1,SLIT,Secreted,"TEAD2, NFKB1, TEAD3, RELA, TEAD1, TEAD4"
SLIT2|SDC1,SLIT2,SDC1,SLIT,Secreted,"NR4A1, CREB5, ESR2, CEBPB, CREB3L1, ATF6B, ETS2, ERF, CREB3L4, ELK1, JUN, HSF1, SP1, AR, ESR1, STAT1, RELA, FOS, HIF1A, ETS1, TP53, NFKB1, MITF, NFATC3, ATF4, CREB3L2, EGR1, SMAD3, MYC, NFATC1, ATF2, CREB3, RUNX2, NFATC2, CREB1, THRB"
SLIT2|GPC1,SLIT2,GPC1,SLIT,Secreted,"NFATC1, AR, ESR1, NFATC3, FOS, NFATC2, CREB1, HIF1A"
SLIT2|ROBO4,SLIT2,ROBO4,SLIT,Secreted,
SLIT2|ROBO2,SLIT2,ROBO2,SLIT,Secreted,"TEAD3, TEAD1, TEAD2, TEAD4"
SLIT2|ROBO1,SLIT2,ROBO1,SLIT,Secreted,"TEAD2, NFKB1, TEAD3, RELA, TEAD1, TEAD4"
SLIT3|ROBO4,SLIT3,ROBO4,SLIT,Secreted,
SLIT3|ROBO2,SLIT3,ROBO2,SLIT,Secreted,"TEAD3, TEAD1, TEAD2, TEAD4"
SLIT3|ROBO1,SLIT3,ROBO1,SLIT,Secreted,"TEAD2, NFKB1, TEAD3, RELA, TEAD1, TEAD4"
SLITRK1|PTPRD,SLITRK1,PTPRD,SLITRK,unSecreted,
SLITRK1|PTPRS,SLITRK1,PTPRS,SLITRK,unSecreted,
SLITRK2|PTPRD,SLITRK2,PTPRD,SLITRK,unSecreted,
SLITRK3|PTPRD,SLITRK3,PTPRD,SLITRK,unSecreted,
SLURP1|CHRNB1,SLURP1,CHRNB1,SLURP,Secreted,
SLURP1|CHRNB2,SLURP1,CHRNB2,SLURP,Secreted,"STAT6, STAT2, STAT1, STAT4, STAT3, STAT5A, STAT5B"
SLURP1|CHRNB3,SLURP1,CHRNB3,SLURP,Secreted,
SLURP1|CHRNB4,SLURP1,CHRNB4,SLURP,Secreted,"STAT6, STAT2, STAT1, STAT4, STAT3, STAT5A, STAT5B"
SLURP1|CHRNA1,SLURP1,CHRNA1,SLURP,Secreted,
SLURP1|CHRNA2,SLURP1,CHRNA2,SLURP,Secreted,
SLURP1|CHRNA3,SLURP1,CHRNA3,SLURP,Secreted,"STAT6, STAT2, STAT1, STAT4, STAT3, STAT5A, STAT5B"
SLURP1|CHRNA4,SLURP1,CHRNA4,SLURP,Secreted,"STAT6, STAT2, STAT1, STAT4, STAT3, STAT5A, STAT5B"
SLURP1|CHRNA5,SLURP1,CHRNA5,SLURP,Secreted,
SLURP1|CHRNA6,SLURP1,CHRNA6,SLURP,Secreted,"STAT6, STAT2, STAT1, STAT4, STAT3, STAT5A, STAT5B"
SLURP1|CHRNA9,SLURP1,CHRNA9,SLURP,Secreted,
SLURP1|CHRNA10,SLURP1,CHRNA10,SLURP,Secreted,
SLURP1|CHRND,SLURP1,CHRND,SLURP,Secreted,
SLURP1|CHRNE,SLURP1,CHRNE,SLURP,Secreted,
SLURP1|CHRNG,SLURP1,CHRNG,SLURP,Secreted,
SLURP1|CHRNA7,SLURP1,CHRNA7,SLURP,Secreted,"STAT6, STAT2, STAT1, STAT4, STAT3, STAT5A, STAT5B"
SLURP2|CHRNB1,SLURP2,CHRNB1,SLURP,Secreted,
SLURP2|CHRNB2,SLURP2,CHRNB2,SLURP,Secreted,"STAT6, STAT2, STAT1, STAT4, STAT3, STAT5A, STAT5B"
SLURP2|CHRNB3,SLURP2,CHRNB3,SLURP,Secreted,
SLURP2|CHRNB4,SLURP2,CHRNB4,SLURP,Secreted,"STAT6, STAT2, STAT1, STAT4, STAT3, STAT5A, STAT5B"
SLURP2|CHRNA1,SLURP2,CHRNA1,SLURP,Secreted,
SLURP2|CHRNA2,SLURP2,CHRNA2,SLURP,Secreted,
SLURP2|CHRNA3,SLURP2,CHRNA3,SLURP,Secreted,"STAT6, STAT2, STAT1, STAT4, STAT3, STAT5A, STAT5B"
SLURP2|CHRNA4,SLURP2,CHRNA4,SLURP,Secreted,"STAT6, STAT2, STAT1, STAT4, STAT3, STAT5A, STAT5B"
SLURP2|CHRNA5,SLURP2,CHRNA5,SLURP,Secreted,
SLURP2|CHRNA6,SLURP2,CHRNA6,SLURP,Secreted,"STAT6, STAT2, STAT1, STAT4, STAT3, STAT5A, STAT5B"
SLURP2|CHRNA7,SLURP2,CHRNA7,SLURP,Secreted,"STAT6, STAT2, STAT1, STAT4, STAT3, STAT5A, STAT5B"
SLURP2|CHRNA9,SLURP2,CHRNA9,SLURP,Secreted,
SLURP2|CHRNA10,SLURP2,CHRNA10,SLURP,Secreted,
SLURP2|CHRND,SLURP2,CHRND,SLURP,Secreted,
SLURP2|CHRNE,SLURP2,CHRNE,SLURP,Secreted,
SLURP2|CHRNG,SLURP2,CHRNG,SLURP,Secreted,
SIGLEC1|SPN,SIGLEC1,SPN,SN,unSecreted,
CORT|GHSR,CORT,GHSR,SOMATOSTATIN,Secreted,"NFKB1, NFATC1, CREBBP, GLI1, CREB5, CREB3, CREB3L1, FOS, GLI3, CREB3L4, SOX9, PPARA, CREB1, JUN, CREB3L3, CREB3L2"
CORT|MRGPRX2,CORT,MRGPRX2,SOMATOSTATIN,Secreted,"STAT3, PPARG, SMAD3, RXRA, AR, STAT1, STAT5B, GTF2I, JUN, ESR1, FOS, STAT5A, MYC"
SST|SSTR1,SST,SSTR1,SOMATOSTATIN,Secreted,"CREB5, CREB3L1, ATF6B, CREB3L4, GLI3, JUN, POU1F1, CREBBP, FOS, CREB3L3, NFKB1, ATF4, CREB3L2, NFATC1, GLI1, ATF2, CREB3, SOX9, PPARA, CREB1"
SST|SSTR2,SST,SSTR2,SOMATOSTATIN,Secreted,"CREB5, CREB3L1, ATF6B, CREB3L4, GLI3, JUN, POU1F1, CREBBP, FOS, CREB3L3, NFKB1, ATF4, CREB3L2, NFATC1, GLI1, ATF2, CREB3, SOX9, PPARA, CREB1"
SST|SSTR3,SST,SSTR3,SOMATOSTATIN,Secreted,"POU1F1, CREB5, CREB3, ATF2, FOS, ATF6B, ATF4, CREB3L1, CREB3L4, CREB1, CREB3L3, CREB3L2"
SST|SSTR4,SST,SSTR4,SOMATOSTATIN,Secreted,"STAT3, PPARG, RXRA, AR, STAT1, STAT5B, GTF2I, ESR1, FOS, STAT5A"
SST|SSTR5,SST,SSTR5,SOMATOSTATIN,Secreted,"CREB5, CREB3L1, ATF6B, CREB3L4, GLI3, JUN, POU1F1, CREBBP, FOS, CREB3L3, NFKB1, ATF4, CREB3L2, NFATC1, GLI1, ATF2, CREB3, SOX9, PPARA, CREB1"
